PN,SN,Equipment,Material Description,ATA,Contract,Order/PO,Supplier,D8 Removal Notification,D8 Removal Date,D8 Code,U/S TER,Mn.wk.ctr,Profit Ctr,A/C,Fleet,Operator,Orig Order,Orig Order Type,Orig Desc,Notif Orig,Notif Orig Type,Desc.,Doc Type,Document,DPt,Vr,Document Description,"TSN
(FH)","TSI
(FH)","SHRTRNR
TSI","CSN
(Cyc)","CSI
(Cyc)","SHRTRNR
CSI",TSC (FH),"SHRTRNR
TSC","CSC
(Cyc)",Order2,Order Type,Description,Po No,Batch Out,PO in After Out,Vendor in after out,W4 in After Out,Notif Shop,Notif Shop Type,Repair Station,PO Cost,Remark,Exclude,Vendor,PN,SN,Reason of Removal,Category Finding,Shop Finding,User Status,Total Cost Actual
64300-200,17150789,30017002,AIRMAN 750 HEADSET/760 HEADPHONE,23,,460005343,26647      WENCOR WEST INC,16481678,43637,DA,F,UPG1T1ZZ,GMFUPG,PK-GRI,CRJ1000,Garuda,TRI180637F2,GATL,R/I AIRMAN HEADSET,TRI180637F2,D2,R/I AIRMAN HEADSET,,,,,,,,,,,,,,,512067941,GA05,TEST AND REPAIR OF 23-50-06 AIRMAN 750/7,512067941,,,,,16515930,W1,,,"45,50",Exclude,WSAV,64300-200,17150789,Worn/damaged,,FOAM EAR CUSHION DAMAGE.,RRC,96.75
64300-200,1431284,30013256,AIRMAN 750 HEADSET/760 HEADPHONE,23,,512060756,WSAV,16483594,43638,FO,F,CGK3T3ZZ,GMFTL,PK-GRK,CRJ1000,Garuda,TRK220675F1,GATL,AIRMAN 750 HEADSET/760 HEADPHONE,,,,,,,,,,,,,,,,,,512066888,GA05,TEST AND REPAIR OF 23-50-06 AIRMAN 750/7,512066888,,,,,16501809,W1,,,"45,50",Exclude,WSAV,64300-200,1431284,REPLACED. AIRMAN 750 HEADSET/760 HEADPHONE PK-GRK SN.17150766 OFF.1431284 OBSERVER HEADSET UNABLE TO RX,,CABE RX BROKEN AND EAR CUSHION MISSING.,RRC,161.55
64300-200,1014-GA97,12317196,AIRMAN 750 HEADSET/760 HEADPHONE,23,,512040366,WSAV,16483789,43638,FO,F,CGK3T3ZZ,GMFTL,PK-GNO,B737-800,Garuda,TNO220623F1,GATL,AIRMAN 750 HEADSET/760 HEADPHONE,,,,,,,,,,,,,,,,,,512066886,GA05,TEST AND REPAIR OF 23-50-06 AIRMAN 750/7,512066886,,,,,16501876,W1,,,"45,50",Exclude,WSAV,64300-200,1014-GA97,"REPLACED. AIRMAN 750 HEADSET PK-GNO SN,1503512OFF.1014-GA97 NO TRANSMIT",,TX CABLE BROKEN AND EAR CUSHION MISSING.,RRC,154.79
64300-200,1404438,30014077,AIRMAN 750 HEADSET/760 HEADPHONE,23,,512058134,WSAV,16485351,43639,FO,F,CGK3T3ZZ,GMFTL,PK-GMJ,B737-800,Garuda,TMJ230637F1,GATL,AIRMAN 750 HEADSET/760 HEADPHONE,,,,,,,,,,,,,,,,,,512066887,GA05,TEST AND REPAIR OF 23-50-06 AIRMAN 750/7,512066887,,,,,16502284,W1,,,"45,50",Exclude,WSAV,64300-200,1404438,REPLACED. AIRMAN 750 HEADSET/ PK-GMJ SN.1729437 OFF.1404438 NO TRANSMIT,,GROUND CABLE BAD CONTACT.,RRC,98.63
64300-200,17160983,30017066,AIRMAN 750 HEADSET/760 HEADPHONE,23,,512056840,WSAV,16487628,43640,FO,F,UPG1T1ZZ,GMFUPG,PK-GMW,B737-800,Garuda,TMW220630F1,GATL,MAINTENANCE,TMW220630F1,D2,MAINTENANCE,,,,,,,,,,,,,,,512067911,GA05,TEST / REPAIR OF 23-50-06 HEADSET,512067911,,,,,16515672,W1,,,"45,50",Exclude,WSAV,64300-200,17160983,BROKEN,,TX CABLE BROKEN AND FOAM EAR CUSHION MISSING.,RRC,96.75
64300-200,17150832,30017033,AIRMAN 750 HEADSET/760 HEADPHONE,23,,460005343,26647      WENCOR WEST INC,16487732,43640,FO,F,CGK3T3ZZ,GMFTL,PK-GMG,B737-800,Garuda,TMG240600F2,GATL,AIRMAN 750 HEADSET/760 HEADPHONE,,,,,,,,,,,,,,,,,,512067962,GA05,TEST AND REPAIR OF 23-50-06 AIRMAN 750/7,512067962,,,,,16515012,W1,,,"45,50",Exclude,WSAV,64300-200,17150832,BROKEN,,- RX CABLE BROKEN. - SPEAKER HOUSING LOOSE. - FOAM EAR CUSHION MISSING.,RRC,96.75
64300-200,1729437,30020918,AIRMAN 750 HEADSET/760 HEADPHONE,23,,512064728,WSAV,16489139,43640,FO,F,CGK3T3ZZ,GMFTL,PK-GMJ,B737-800,Garuda,TMJ240646F2,GATL,AIRMAN 750 HEADSET/760 HEADPHONE,,,,,,,,,,,,,,,,,,512067963,GA05,TEST AND REPAIR OF 23-50-06 AIRMAN 750/7,512067963,,,,,16516124,W1,,,"45,50",Exclude,WSAV,64300-200,1729437,SPEAKER LOOSE IN SN 1703-GA147 OFF SN 1729437,,- SPEAKER LOOSE. - RX CABLE BROKEN. - FOAM EAR CUSHION MISSING.,RRC,96.75
64300-200,1628491,60001017,AIRMAN 750 HEADSET/760 HEADPHONE,23,,6015933,1000,16489218,43640,DA,F,BPN1T1ZZ,GMFBPN,PK-CLH,B737-500,Sriwijaya,ZLH230650F1,GATL,MAINT,ZLH230650F1,D2,MAINT,,,,,,,,,,,,,,,512068632,GA05,,512068632,,,,,,,,,45,Exclude,WSAV,64300-200,1628491,FO HEADSET COCKPIT D/T US,,,,54
64300-200,17190739,30016718,AIRMAN 750 HEADSET/760 HEADPHONE,23,,512062540,WSAV,16489561,43640,FO,F,CGK3T3ZZ,GMFTL,PK-GMG,B737-800,Garuda,TMG240696F2,GATL,AIRMAN 750 HEADSET/760 HEADPHONE,,,,,,,,,,,,,,,,,,512067961,GA05,TEST AND REPAIR OF 23-50-06 AIRMAN 750/7,512067961,,,,,16515114,W1,,,"45,50",Exclude,WSAV,64300-200,17190739,FO SIDE HEADSET SOUNDS VERY WEAK PN IN : 64300-200:28856 SN IN : 1432-GA32,,RX CABLE BROKEN AND FOAM EAR CUSHION MISSING.,RRC,161.55
64300-200,1729,30025547,AIRMAN 750 HEADSET/760 HEADPHONE,23,,,,16489686,43640,FO,F,CGK3T3ZZ,GMFTL,PK-GMI,B737-800,Garuda,TMI240670F2,GATL,AIRMAN 750 HEADSET/760 HEADPHONEC,,,,,,,,,,,,,,,,,,512067964,GA05,TEST AND REPAIR OF 23-50-06 AIRMAN 750/7,512067964,,,,,16515680,W1,,,"45,50",Exclude,WSAV,64300-200,1729,OBSERVER BOOM HEADSET LEAK / BROKEN PN IN : 64300-200:28856 SN IN : 18220171,,RX CABLE BROKEN AND FOAM EAR CUSHION MISSING.,RRC,96.75
64300-200,1626,30025436,AIRMAN 750 HEADSET/760 HEADPHONE,23,,,,16489764,43640,FO,F,SUB1T1ZZ,GMFTF,PK-CRI,B737-800,Sriwijaya,ZRI020629F2,GATL,"REF DMI 33168, FO SIDE HEADSET CANT TRAN",ZRI020629F2,D2,"REF DMI 33168, FO SIDE HEADSET CANT TRAN",,,,,,381.66,381.66,,322,322,,,,,512068539,GA05,,512068539,,,,,,,,,45,Exclude,WSAV,64300-200,1626,FO SIDE HEADSET CANT TRANSMITTE,,,,54
64300-200,1647-GA128,30021695,AIRMAN 750 HEADSET/760 HEADPHONE,23,,512060547,WSAV,16490015,43641,FO,F,GAH210ZZ,GMFTL,PK-GNS,B737-800,Garuda,TNS240680F1,GATL,,,,,,,,,,,,,,,,,,,512067912,GA05,TEST / REPAIR OF 23-50-06 HEADSET,512067912,,,,,16515111,W1,,,"45,50",Exclude,WSAV,64300-200,1647-GA128,BROKEN,,RX CABLE BROKEN.,RRC,154.79
64300-200,1626-829,60002369,AIRMAN 750 HEADSET/760 HEADPHONE,23,,6021778,1000,16501900,43643,DA,F,DPS1T1ZZ,GMFTF,PK-NAQ,B737-500,NAM,ZAQ270655F1,GATL,MAINTENANCE,ZAQ270655F1,D2,MAINTENANCE,,,,,,330.49,330.49,,329,329,,,,,512069280,GA05,TEST/REPAIR OF 23-50-06 HEADSET,512069280,,,,,16546377,W1,,,"45,50",Exclude,WSAV,64300-200,1626-829,HEADSET BROKEN,,RX CABLE/WHITE CABLE TO PCB ASSY (J8) BROKEN AND FOAM EAR CUSHION MISSING.,RRC,161.55
64300-200,1626A,30025588,AIRMAN 750 HEADSET/760 HEADPHONE,23,,,,16502191,43643,FO,F,UPG1T1ZZ,GMFUPG,PK-CLK,B737-500,Sriwijaya,YLK210659F1,GATL,WINDOW LT NOT ILL AT 6 ABC,YLK210659F1,D2,WINDOW LT NOT ILL AT 6 ABC,,,,,,77.74,77.74,Y,64,64,Y,,,,512068709,GA05,,512068709,,,,,,,,,45,Exclude,WSAV,64300-200,1626A,HAS BROKEN,,,,54
64300-200,1404-GA92,30015526,AIRMAN 750 HEADSET/760 HEADPHONE,23,,512058951,WSAV,16506250,43644,FO,F,CGK3T3ZZ,GMFTL,PK-GFU,B737-800,Garuda,TFU280617F2,GATL,AIRMAN 750 HEADSET/760 HEADPHONE,,,,,,,,,,,,,,,,,,512068442,GA05,TEST/REPAIR OF 23-50-06 HEADSET,512068442,,,,,16514959,W1,,,"45,50",Exclude,WSAV,64300-200,1404-GA92,NO SOUND,,TX CABLE BROKEN.,RRC,143.99
64300-200,17290477,30017119,AIRMAN 750 HEADSET/760 HEADPHONE,23,,512058665,WSAV,16508912,43645,FO,F,CGK3T3ZZ,GMFTL,PK-GNL,B737-800,Garuda,TNL290661F1,GATL,AIRMAN 750 HEADSET/760 HEADPHONE,,,,,,,,,,,,,,,,,,512068451,GA05,TEST/REPAIR OF 23-50-06 HEADSET,512068451,,,,,16523767,W1,,,"45,50",Exclude,WSAV,64300-200,17290477,BOOM HEADSET BROKEN,,CABLE TO MIC (TX) BROKEN AND EAR CUSHION MISSING.,RRC,161.55
64300-200,1703-GA147,30024370,AIRMAN 750 HEADSET/760 HEADPHONE,23,,512064641,WSAV,16510467,43646,FO,F,CGK3T3ZZ,GMFTL,PK-GMJ,B737-800,Garuda,TMJ290695F2,GATL,MAINTENANCE,,,,,,,,,,,,,,,,,,512068453,GA05,TEST/REPAIR OF 23-50-06 HEADSET,512068453,,,,,16522215,W1,,,"45,50",Exclude,WSAV,64300-200,1703-GA147,D/T BROKEN,,TX CABLE BROKEN,RRC,118.35
64300-200,1432470,12291099,AIRMAN 750 HEADSET/760 HEADPHONE,23,,512058140,WSAV,16511708,43647,FO,F,CGK3T3ZZ,GMFTL,PK-GFI,B737-800,Garuda,TFI010757F1,GATL,AIRMAN 750 HEADSET/760 HEADPHONE,,,,,,,,,,,,,,,,,,512068631,GA05,TEST/REPAIR OF 23-50-06 HEADSET,512068631,,,,,16531342,W1,,,"47,50",Exclude,WSAV,64300-200,1432470,OBSERVER HEADSET BROKEN,,RX CABLE BROKEN,RRC,154.79
64300-200,1322679,30014514,AIRMAN 750 HEADSET/760 HEADPHONE,23,,512033155,WSAV,16514964,43648,FO,F,CGK2T2ZZ,GMFTLB,PK-CLK,B737-500,Sriwijaya,802968746,GA02,UMR: PK-CLK NEED SPARE,16299266,D6,UMR: PK-CLK NEED SPARE,,,,,,,,,,,,,,,512068740,GA05,,512068740,,,,,,,,,47,Exclude,WSAV,64300-200,1322679,NO SOUND,,,,54
64300-200,1647840,30015080,AIRMAN 750 HEADSET/760 HEADPHONE,23,,512062479,WSAV,16522851,43649,FO,F,CGK3T3ZZ,GMFTL,PK-GEP,B737-800,Garuda,TEP030770F1,GATL,AIRMAN 750 HEADSET/760 HEADPHONE,,,,,,,,,,,,,,,,,,512068735,GA05,TEST/REPAIR OF 23-50-06 HEADSET,512068735,,,,,16531911,W1,,,"47,50",Exclude,WSAV,64300-200,1647840,BOOM H/S FO SIDE BROKEN,,TX CABLE BROKEN AND FOAM EAR CUSHION MISSING,RRC,161.55
64300-200,1225144,30013403,AIRMAN 750 HEADSET/760 HEADPHONE,23,,512065102,WSAV,16522857,43649,FO,F,CGK3T3ZZ,GMFTL,PK-GRR,CRJ1000,Garuda,TRR020791F1,GATL,AIRMAN 750 HEADSET/760 HEADPHONE,,,,,,,,,,,,,,,,,,512068734,GA05,TEST/REPAIR OF 23-50-06 HEADSET,512068734,,,,,16531874,W1,,,"47,50",Exclude,WSAV,64300-200,1225144,HEADSET F/O SIDE BROKEN,,TX CABLE BROKEN AND FOAM EAR CUSHION MISSING,RRC,161.55
64300-200,1626B,30025632,AIRMAN 750 HEADSET/760 HEADPHONE,23,,,,16523365,43649,FO,F,UPG1T1ZZ,GMFUPG,PK-CMT,B737-800,Sriwijaya,ZMT010728F1,GATL,MICROPHONE DOES NOT OPERATE CAPT SIDE,ZMT010728F1,D2,MICROPHONE DOES NOT OPERATE CAPT SIDE,,,,,,13098.29,13098.29,,9144,9144,,,,,512069470,GA05,TEST/REPAIR OF 23-50-06 HEADSET,512069470,,,,,16556562,W1,,,"47,50",Exclude,WSAV,64300-200,1626B,FAILED OPERATION,,TRANSMITTER CABLE(RED) TO PCB ASSY (J11) BROKEN AND MISSING FOAM EAR CUSHION.,RRC,161.55
64300-200,1432-402,30022351,AIRMAN 750 HEADSET/760 HEADPHONE,23,,512048710,WSAV,16525775,43650,FO,F,CGK3T3ZZ,GMFTL,PK-GMV,B737-800,Garuda,TMV030781F2,GATL,AIRMAN 750 HEADSET/760 HEADPHONE,,,,,,,,,,,,,,,,,,512069045,GA05,TEST/REPAIR OF 23-50-06 HEADSET,512069045,,,,,16546439,W1,,,"47,50",Exclude,WSAV,64300-200,1432-402,CAN NOT TRANSMITTE,,TX CABLE/GREEN CABLE TO PCB ASSY (J10) BROKEN AND FOAM EAR CUSHION MISSING.,ODF,161.55
64300-200,17150783,30016996,AIRMAN 750 HEADSET/760 HEADPHONE,23,,512062782,WSAV,16530202,43651,FO,F,CGK3T3ZZ,GMFTL,PK-GEP,B737-800,Garuda,TEP030771F2,GATL,AIRMAN 750 HEADSET/760 HEADPHONE,,,,,,,,,,,,,,,,,,512069046,GA05,,512069046,,,,,,,,,47,Exclude,WSAV,64300-200,17150783,BOOM H/S BROKEN,,,,154.79
64300-200,1247-GA131,30021812,AIRMAN 750 HEADSET/760 HEADPHONE,23,,512044835,WSAV,16531295,43651,FO,F,CGK3T3ZZ,GMFTL,PK-GMW,B737-800,Garuda,TMW040721F1,GATL,AIRMAN 750 HEADSET/760 HEADPHONE,,,,,,,,,,,,,,,,,,512069179,GA05,TEST/REPAIR OF 23-50-06 HEADSET,512069179,,,,,16546431,W1,,,"47,50",Exclude,WSAV,64300-200,1247-GA131,OBSERVER BOOM HEADSET BROKEN,,RX CABLE/RED CABLE TO PCB ASSY (J5) BROKEN AND FOAM EAR CUSHION MISSING.,ODF,161.55
64300-200,17160955,30017050,AIRMAN 750 HEADSET/760 HEADPHONE,23,,512059062,WSAV,16533471,43652,FO,F,CGK3T3ZZ,GMFTL,PK-GMH,B737-800,Garuda,TMH050735F1,GATL,MAINTENANCE,,,,,,,,,,,,,,,,,,512069347,GA05,TEST/REPAIR OF 23-50-06 HEADSET,512069347,,,,,16546344,W1,,,"47,50",Exclude,WSAV,64300-200,17160955,D/T HEADSET HAS BROKEN,,RX CABLE/WHITE CABLE TO PCB ASSY (J8) BROKEN.,ODF,154.79
64300-200,1648037,30015088,AIRMAN 750 HEADSET/760 HEADPHONE,23,,450037535,"QB727      LEKI AVIATION PTE,LTD.",16534456,43652,FO,F,CGK3T3ZZ,GMFTL,PK-GNC,B737-800,Garuda,TNC260498F1,GATL,AIRMAN 750 HEADSET/760 HEADPHONE,,,,,,,,,,,,,,,,,,512069387,GA05,TEST/REPAIR OF 23-50-06 HEADSET,512069387,,,,,16546465,W1,,,"47,50",Exclude,WSAV,64300-200,1648037,CAN NOT TRANSMITTE,,TX CABLE/RED CABLE TO PCB ASSY (J11) BROKEN AND FOAM EAR CUSHION MISSING.,ODF,161.55
64300-200,1322623,30013659,AIRMAN 750 HEADSET/760 HEADPHONE,23,,512056059,WSAV,16534457,43652,FO,F,CGK3T3ZZ,GMFTL,PK-GFV,B737-800,Garuda,TFV210647F2,GATL,AIRMAN 750 HEADSET/760 HEADPHONE,,,,,,,,,,,,,,,,,,512069388,GA05,TEST/REPAIR OF 23-50-06 HEADSET,512069388,,,,,16556577,W1,,,"47,50",Exclude,WSAV,64300-200,1322623,CAN NOT TRANSMITTE,,TRANSMITTER CABLE (GREEN CABLE) BROKEN AND FOAM EAR CUSHION MISSING,RRC,161.55
64300-200,17160949,30017044,AIRMAN 750 HEADSET/760 HEADPHONE,23,,512062783,WSAV,16537229,43653,FO,F,CGK3T3ZZ,GMFTL,PK-GMR,B737-800,Garuda,TMR070754F1,GATL,AIRMAN 750 HEADSET/760 HEADPHONE,,,,,,,,,,,,,,,,,,512069390,GA05,,512069390,,,,,,,,,47,Exclude,WSAV,64300-200,17160949,OBS BOOM H/S D/T BROKEN,,,,54
64300-200,1709023,30016207,AIRMAN 750 HEADSET/760 HEADPHONE,23,,512063864,WSAV,16537230,43653,FO,F,CGK3T3ZZ,GMFTL,PK-GNI,B737-800,Garuda,TNI070736F1,GATL,AIRMAN 750 HEADSET/760 HEADPHONE,,,,,,,,,,,,,,,,,,512069391,GA05,TEST/REPAIR OF 23-50-06 HEADSET,512069391,,,,,16556686,W1,,,"47,50",Exclude,WSAV,64300-200,1709023,OBS BOOM H/S D/T BROKEN,,RECEIVER CABLE (WHITE) TO PCB ASSY BROKEN AND MISSING FOAM EAR CUSHION.,RRC,161.55
64300-200,17080908,30015334,AIRMAN 750 HEADSET/760 HEADPHONE,23,,512046665,WSAV,16537342,43653,FO,F,CGK3T3ZZ,GMFTL,PK-GMP,B737-800,Garuda,TMP070745F1,GATL,0002007048,,,,,,,,,,,,,,,,,,512069389,GA05,TEST/REPAIR OF 23-50-06 HEADSET,512069389,,,,,16546298,W1,,,"47,50",Exclude,WSAV,64300-200,17080908,CAPT BOOM H/S D/T U/S,,RX CABLE/RED CABLE TO PCB ASSY (J5) BROKEN AND FOAM EAR CUSHION MISSING.,ODF,161.55
64300-200,18472008,30024692,AIRMAN 750 HEADSET/760 HEADPHONE,23,,460007434,26647      WENCOR WEST INC,16538425,43654,FO,F,CGK2T2C2,GMFTN,PK-CLF,B737-500,Sriwijaya,803022399,GA02,PK-CLF INVENTORY CHECK LIFE VEST,16402632,D7,PK-CLF INVENTORY CHECK LIFE VEST,,,,,,8.77,8.77,Y,6,6,Y,,,,512069471,GA05,TEST/REPAIR OF 23-50-06 HEADSET,512069471,,,,,16556746,W1,,,"47,50",Exclude,WSAV,64300-200,18472008,CAN NOT RECEIVE AND TRANSMITTE,,TRANSMITTER CABLE (GREEN CABLE) BROKEN AND FOAM EAR CUSHION MISSING,RRC,161.55
64300-200,1704338,30015002,AIRMAN 750 HEADSET/760 HEADPHONE,23,,512059452,WSAV,16542904,43655,FO,F,CGK3T3ZZ,GMFTL,PK-GMI,B737-800,Garuda,TMI080781F2,GATL,AIRMAN 750 HEADSET/760 HEADPHONE,,,,,,,,,,,,,,,,,,512069691,GA05,TEST/REPAIR OF 23-50-06 HEADSET,512069691,,,,,16556697,W1,,,"47,50",Exclude,WSAV,64300-200,1704338,HEADSET BROKEN,,RECEIVER CABLE (RED CABLE) TO PCB ASSY (J5) BROKEN AND FOAM EAR CUSHION MISSING,RRC,96.75
64300-200,17290457,30017083,AIRMAN 750 HEADSET/760 HEADPHONE,23,,460005343,26647      WENCOR WEST INC,16546823,43656,FO,F,CGK3T3ZZ,GMFTL,PK-GMX,B737-800,Garuda,TMX100760F2,GATL,AIRMAN 750 HEADSET/760 HEADPHONE,,,,,,,,,,,,,,,,,,512069861,GA05,TEST/REPAIR OF 23-50-06 HEADSET,512069861,,,,,16570292,W1,,,"47,50",Exclude,WSAV,64300-200,17290457,BROKEN,,RECEIVER CABLE (RED J5) BROKEN AND MISSING FOAM EAR CUSHION.,RRC,161.55
64300-200,1617360,30014418,AIRMAN 750 HEADSET/760 HEADPHONE,23,,512061417,WSAV,16549092,43657,DA,F,CGK2T2ZZ,GMFTF,PK-CMO,B737-900,Sriwijaya,802906152,GA02,SIMULASI PK-CMO,,,,,,,,,,,,,,,,,,512069875,GA05,TEST/REPAIR OF 23-50-06 HEADSET,512069875,,,,,16575888,W1,,,"47,50",Exclude,WSAV,64300-200,1617360,BROKEN,,TRANSMITTER CABLE (GREEN-J10)BROKEN.,RRC,111.59
64300-200,1044-SJY03,42007637,AIRMAN 750 HEADSET/760 HEADPHONE,23,,6009410,GADC,16557136,43657,DA,F,KNO1T1ZZ,GMFKNO,PK-CMO,B737-900,Sriwijaya,ZMO090717F1,GATL,DURING T/C HEADSET FO SIDE BROKEN,ZMO090717F1,D2,DURING T/C HEADSET FO SIDE BROKEN,,,,,,,,,,,,,,,512070360,GA05,TEST/REPAIR OF 23-50-06 HEADSET,512070360,,,,,16587163,W1,,,"47,50",Exclude,WSAV,64300-200,1044-SJY03,PART U/S - BROKEN,,RECEIVER CABLE(WHITE-J8)BROKEN AND MISSING FOAM EAR CUSHION.,ODF,143.57
64300-200,17160957,30017052,AIRMAN 750 HEADSET/760 HEADPHONE,23,,460005343,26647      WENCOR WEST INC,16557450,43657,FO,F,CGK3T3ZZ,GMFTL,PK-GNQ,B737-800,Garuda,TNQ110740F2,GATL,COMMUNICATION F/O BOOM H/S BROKEN Action Taken:- REPLACED F/O BOOM H/S OPC REUSLT GOOD REF FIM 23-51 TASK 801 REV 69 15 JUN 19 SN.IN:RH18472375 SN.OUT:NIL PN:64300-200,,,,,,,,,,,,,,,,,,512069873,GA05,,512069873,,,,,,,,,47,Exclude,WSAV,64300-200,17160957,BROKEN,,,,54
64300-200,17090023,30015320,AIRMAN 750 HEADSET/760 HEADPHONE,23,,460004658,26647      WENCOR WEST INC,16557704,43657,FO,F,CGK3T3ZZ,GMFTL,PK-GNO,B737-800,Garuda,TNO100781F2,GATL,AIRMAN 750 HEADSET/760 HEADPHONE,,,,,,,,,,,,,,,,,,512069874,GA05,TEST/REPAIR OF 23-50-06 HEADSET,512069874,,,,,16570235,W1,,,"47,50",Exclude,WSAV,64300-200,17090023,BROKEN,,RECEIVER CABLE (WHITE J8) BROKEN AND MISSING FOAM EAR CUSHION.,RRC,139.95
64300-200,1520-GA137,30013245,AIRMAN 750 HEADSET/760 HEADPHONE,23,,512043645,WSAV,16560154,43658,FO,F,CGK3T3ZZ,GMFTL,PK-GEN,B737-800,Garuda,TEN120739F2,GATL,AIRMAN 750 HEADSET/760 HEADPHONE,,,,,,,,,,,,,,,,,,512070237,GA05,TEST/REPAIR OF 23-50-06 HEADSET,512070237,,,,,16594154,W1,,,"47,50",Exclude,WSAV,64300-200,1520-GA137,BROKEN,,RX CABLE BROKEN AND EAR CUSHION MISSING,ODF,21.15
64300-200,17160963,30017070,AIRMAN 750 HEADSET/760 HEADPHONE,23,,460005343,26647      WENCOR WEST INC,16563604,43659,FO,F,CGK3T3ZZ,GMFTL,PK-GRM,CRJ1000,Garuda,TRM130798F1,GATL,AIRMAN 750 HEADSET/760 HEADPHONE,,,,,,,,,,,,,,,,,,512070032,GA05,,512070032,,,,,,,,,47,Exclude,WSAV,64300-200,17160963,BOOM HEADSET OBS SEAL BROKEN,,,,54
64300-200,0635-GA151,30025779,AIRMAN 750 HEADSET/760 HEADPHONE,23,,,,16563970,43659,FO,F,CGK3T3ZZ,GMFTL,PK-GRM,CRJ1000,Garuda,TRM130798F1,GATL,AIRMAN 750 HEADSET/760 HEADPHONE,,,,,,,,,,,,,,,,,,512070031,GA05,,512070031,,,,,,,,,47,Exclude,WSAV,64300-200,0635-GA151,BOOM HENDSET BROKEN,,,,54
64300-200,18472476,30024668,AIRMAN 750 HEADSET/760 HEADPHONE,23,,460007434,26647      WENCOR WEST INC,16564094,43659,FO,F,CGK3T3ZZ,GMFTL,PK-GMH,B737-800,Garuda,TMH130797F1,GATL,AIRMAN 750 HEADSET/760 HEADPHONE,,,,,,,,,,,,,,,,,,512070260,GA05,TEST/REPAIR OF 23-50-06 HEADSET,512070260,,,,,16584308,W1,,,"47,50",Exclude,WSAV,64300-200,18472476,NO TRANSMITTE,,TRANSMITTER CABLE (GREEN-J10) BROKEN AND MISSING FOAM EAR CUSHION.,RRC,161.55
64300-200,1251-GA57,30014285,AIRMAN 750 HEADSET/760 HEADPHONE,23,,512032632,WSAV,16564320,43660,FO,F,KNO1T1ZZ,GMFKNO,PK-GRS,CRJ1000,Garuda,TRS130796F1,GATL,I/C CAPT SIDE UNABLE TO TRANSMIT,TRS130796F1,D2,I/C CAPT SIDE UNABLE TO TRANSMIT,,,,,,,,,,,,,,,512070413,GA05,TEST/REPAIR OF 23-50-06 HEADSET,512070413,,,,,16584369,W1,,,"47,50",Exclude,WSAV,64300-200,1251-GA57,UNABLE TO TRANSMITTE,,TRANSMITTER CABLE (RED-J11) BROKEN AND MISSING FOAM EAR CUSHION.,ODF,161.55
64300-200,17160975,30017058,AIRMAN 750 HEADSET/760 HEADPHONE,23,,512058136,WSAV,16564921,43660,FO,F,CGK3T3ZZ,GMFTL,PK-GIC,B777-300,Garuda,TIC140732F2,GATL,AIRMAN 750 HEADSET/760 HEADPHONE,,,,,,,,,,,,,,,,,,512070238,GA05,TEST/REPAIR OF 23-50-06 HEADSET,512070238,,,,,16579433,W1,,,"47,50",Exclude,WSAV,64300-200,17160975,BROKEN,,TRANSMITTER CABLE RED (J11) BROKEN.,ODF,154.79
64300-200,17160966,30017073,AIRMAN 750 HEADSET/760 HEADPHONE,23,,460005343,26647      WENCOR WEST INC,16564932,43660,FO,F,CGK3T3ZZ,GMFTL,PK-GNS,B737-800,Garuda,TNS140700F2,GATL,AIRMAN 750 HEADSET/760 HEADPHONE,,,,,,,,,,,,,,,,,,512070239,GA05,TEST/REPAIR OF 23-50-06 HEADSET,512070239,,,,,16579513,W1,,,"47,50",Exclude,WSAV,64300-200,17160966,CAN NOT TRANSMITTE,,TRANSMITTER CABLE GREEN (J10) BROKEN AND FOAM EAR CUSHION MISSING.,ODF,161.55
64300-200,17150708,30017092,AIRMAN 750 HEADSET/760 HEADPHONE,23,,512030246,WSAV,16565015,43660,FO,F,CGK3T3ZZ,GMFTL,PK-GMK,B737-800,Garuda,TMK140724F2,GATL,AIRMAN 750 HEADSET/760 HEADPHONE,,,,,,,,,,,,,,,,,,512070030,GA05,,512070030,,,,,,,,,47,Exclude,WSAV,64300-200,17150708,BROKEN,,,,54
64300-200,1044070,30025792,AIRMAN 750 HEADSET/760 HEADPHONE,23,,,,16565866,43661,DA,F,CGK2T2ZZ,GMFTN,PK-CLS,B737-800,Sriwijaya,802904595,GA02,PK-CLS FLOOR MAT REPLACEMENT,16125244,D7,PK-CLS FLOOR MAT REPLACEMENT,,,,,,,,,,,,,,,512070277,GA05,TEST/REPAIR OF 23-50-06 HEADSET,512070277,,,,,16586790,W1,,,"47,50",Exclude,WSAV,64300-200,1044070,CAPTAIN SIDE BROKEN,,TRANSMITTER CABLE(RED-J11)BROKEN AND MISSING FOAM EAR CUSHION.,RRC,157.96
64300-200,1044-GA153,30025815,AIRMAN 750 HEADSET/760 HEADPHONE,23,,,,16571386,43662,DA,F,JOG1T1ZZ,GMFJOG,PK-NAQ,B737-500,NAM,ZAQ110736F2,GATL,HEADPHONE F/O SIDE BROKEN,ZAQ110736F2,D2,HEADPHONE F/O SIDE BROKEN,,,,,,1248.78,1248.78,,1351,1351,,,,,512070845,GA05,,512070845,,,,,,,,,47,Exclude,WSAV,64300-200,1044-GA153,BROKEN,,,,54
